source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
hrstand6,f5_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hrstand6,f5_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
frequentie_18,f7_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
frequentie_18,f7_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hr1,f3_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hr1,f3_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hrstand18,f7_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hrstand18,f7_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hrstand12,f6_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
hrstand12,f6_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,per minute,int,continuous_variable,counts per minute,float,Unit conversion required (RQ dependent)
nbnp,v1_nt_probnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
bnp3,v2_nt_probnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,"For harmonization, no transformation required."
height,altezza,3036277,3036277,loinc:8302-2,body height,loinc:8302-2,body height,measurement,exact match,baseline time,baseline time,continuous_variable,centimeter,int,continuous_variable,centimeter,float,"For harmonization, no transformation required."
uric_acid_bl,urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,urate [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per deciliter,float,continuous_variable,milligram per deciliter,float,"For harmonization, no transformation required."
uric_acid_v1,f3_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,urate [mass/volume] in serum or plasma,measurement,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,milligram per deciliter,float,continuous_variable,milligram per deciliter,float,"For harmonization, no transformation required."
uric_acid_v6,f5_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,urate [mass/volume] in serum or plasma,measurement,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,milligram per deciliter,float,continuous_variable,milligram per deciliter,float,"For harmonization, no transformation required."
uric_acid_v18,f7_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,urate [mass/volume] in serum or plasma,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,milligram per deciliter,float,continuous_variable,milligram per deciliter,float,"For harmonization, no transformation required."
uric_acid_v12,f6_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,urate [mass/volume] in serum or plasma,measurement,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,milligram per deciliter,float,continuous_variable,milligram per deciliter,float,"For harmonization, no transformation required."
uric_acid_v3,f4_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,urate [mass/volume] in serum or plasma,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,milligram per deciliter,float,continuous_variable,milligram per deciliter,float,"For harmonization, no transformation required."
pathologischeqinv4v6_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinavli_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqiniiiiiavf_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinv4v6,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinv4v6_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinv2v3_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinv2v3_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqiniiiiiavf_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinavli_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinv2v3,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqinavli,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
pathologischeqiniiiiiavf,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
cancer,predesne,4078300,4078300,snomed:275904003,history of neoplasm,snomed:275904003,history of neoplasm,condition_occurrence,exact match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
cancer,preneo,4078300,4078300,snomed:275904003,history of neoplasm,snomed:275904003,history of neoplasm,condition_occurrence,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization, convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question"
patientid,codr1,4086934,4086934,snomed:184107009,patient hospital number,snomed:184107009,patient hospital number,person,exact match,baseline time,baseline time,qualitative_variable,,str,continuous_variable,,int,Transformation rule not defined
ef,valfe,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,left ventricular ejection fraction,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,continuous_variable,,int,"For harmonization, no transformation required."
lvh,ipervent,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,left ventricular hypertrophy,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
lvh_12,f6_ipervent,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,left ventricular hypertrophy,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
lvh_18,f7_ipervent,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,left ventricular hypertrophy,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
hf_hosp,npreospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,emergency hospital admission for heart failure,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
hf_hosp,apreospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,emergency hospital admission for heart failure,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
hf_hosp,mpreospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,emergency hospital admission for heart failure,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For harmonization, you may discretize continuous variables into categorical classes, but only when the resulting information loss is acceptable for the research question. Represent each clinical domain with two elements: 1Presence/absence flag:a binary indicator showing whether an event exists, 2) Event category: a categorical field specifying which event occurred (e.g., which condition, which procedure, which device etc)."
icd,predefib,4217646,4217646,snomed:72506001,implantable defibrillator,snomed:72506001,implantable defibrillator,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edema18,f7_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 18 months,follow-up 18 months,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edemahist18,f7_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 18 months,follow-up 18 months,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edema6,f5_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 6 months,follow-up 6 months,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edemahist12,f6_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 1 year,follow-up 1 year,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edemahist3,f4_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 3 months,follow-up 3 months,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edema12,f6_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 1 year,follow-up 1 year,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edemahistory,edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edema3,f4_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 3 months,follow-up 3 months,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edemahist6,f5_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,follow-up 6 months,follow-up 6 months,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
edema,edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,grade of edema,measurement,exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
lvedv,voldia,21490770,21490770,loinc:75988-6,left ventricular end diastolic volume,loinc:75988-6,left ventricular end diastolic volume,measurement,exact match,baseline time,baseline time,continuous_variable,milliliter,float,continuous_variable,milliliter,int,"For harmonization, no transformation required."
lvesv,volsis,21490771,21490771,loinc:75989-4,left ventricular end systolic volume,loinc:75989-4,left ventricular end systolic volume,measurement,exact match,baseline time,baseline time,continuous_variable,milliliter,float,continuous_variable,milliliter,int,"For harmonization, no transformation required."
nitratadj6,f5_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 6 months,follow-up 6 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v6nitrat,f5_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 6 months,follow-up 6 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
nitratadj12,f6_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 1 year,follow-up 1 year,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
nitratadjbl,nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v1nitrat,f3_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
nitratadj3,f4_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
nitratadj1,f3_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v12nitrat,f6_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 1 year,follow-up 1 year,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v3nitrat,f4_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
v18nitrat,f7_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,follow-up 18 months,follow-up 18 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
blnitrat,nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,organic nitrates,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
oak_v18,f7_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,antithrombotic agents,drug_exposure,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
oak_v6,f5_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,antithrombotic agents,drug_exposure,exact match,follow-up 6 months,follow-up 6 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
oak_v12,f6_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,antithrombotic agents,drug_exposure,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
oak_bl,anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,antithrombotic agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
oak_v3,f4_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,antithrombotic agents,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
oak_v1,f3_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,antithrombotic agents,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
diuadj12,f6_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,diuretics,drug_exposure,exact match,follow-up 1 year,follow-up 1 year,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadj6,f5_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,diuretics,drug_exposure,exact match,follow-up 6 months,follow-up 6 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadjbl,altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,diuretics,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadj3,f4_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,diuretics,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
diuadj1,f3_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,diuretics,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bb_at_v3,f4_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
bb_at_v3,f4_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
bb_at_v3,f4_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,continuous_variable,milligram,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
bbadjbl,altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bbadjbl,desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
bbadjbl,dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,milligram,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
v1bb,f3_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,multi_class_variable,,int,continuous_variable,milligram,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
v1bb,f3_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,multi_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
